group_id,scene_name,class_name,count,duration_s,generated_at
group_01,Dakar - Scène 1,person,0,187.48,2026-04-26T18:06:11.371867
group_01,Dakar - Scène 1,bicycle,0,187.48,2026-04-26T18:06:11.371867
group_01,Dakar - Scène 1,car,10,187.48,2026-04-26T18:06:11.371867
group_01,Dakar - Scène 1,motorcycle,0,187.48,2026-04-26T18:06:11.371867
group_01,Dakar - Scène 1,bus,0,187.48,2026-04-26T18:06:11.371867
group_01,Dakar - Scène 1,truck,0,187.48,2026-04-26T18:06:11.371867
